"district","campaign","distribution_start","distribution_end","distribution_date","coverage","mean_date","month_count","parent","location_id","latitude","longitude","level","path_to_top_parent","authority","emonc","emonc_unsupported_and_cross_cutting","facility_level","operational_status","ownership","region_name","district_name","subcounty_name"
"Terego District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","bJgx6UjvyoP",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Terego District",NA
"Kikuube District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"yx0ieyZNF0l","L5WBetpBpY3",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,L5WBetpBpY3",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Kikuube District",NA
"Bugweri District","2017_2018",NA,NA,"2017-05","0.9918",2017-05-01,28,"Wd1lV9Qdj4o","AIonX4LaJeU",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,AIonX4LaJeU",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Bugweri District",NA
"Karenga District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","Hmh5JQLls1d",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,Hmh5JQLls1d",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Karamoja","Karenga District",NA
"Rukiga District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"G0rlphd2tcD","fsP0Wxie1UW",NA,NA,3,"akV6429SUqu,G0rlphd2tcD,fsP0Wxie1UW",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Kigezi","Rukiga District",NA
"Bunyangabu District","2017_2018",NA,NA,"2017-07","",2017-07-01,30,"JZhJ50nOirX","iTfbtn6JUsN",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,iTfbtn6JUsN",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Bunyangabu District",NA
"Kalaki District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"r0GhWtmPHDj","KOnkIf4N6jA",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Kalaki District",NA
"Kitagwenda District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"JZhJ50nOirX","qKmESX5Owwr",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,qKmESX5Owwr",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kitagwenda District",NA
"Kazo District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"F1o6qBSx783","AS2Seq1grGE",NA,NA,3,"akV6429SUqu,F1o6qBSx783,AS2Seq1grGE",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Kazo District",NA
"Namisindwa District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"Dt6qdenPX1E","TGzZPOmbgn8",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,TGzZPOmbgn8",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Namisindwa District",NA
"Rwampara District","2017_2018",NA,NA,"2018-03","",2018-03-01,38,"F1o6qBSx783","tsugXWRXwGu",NA,NA,3,"akV6429SUqu,F1o6qBSx783,tsugXWRXwGu",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Rwampara District",NA
"Obongi District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","uTMUclQ5bi6",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Obongi District",NA
"Kassanda District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","Pvl4FVXO0RD",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,Pvl4FVXO0RD",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Kassanda District",NA
"Nabilatuk District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","mOXva2xiwQv",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,mOXva2xiwQv",NA,NA,"Unsupported Districts",NA,NA,NA,"Karamoja","Nabilatuk District",NA
"Pakwach District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","uqUyTPvQKII",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,uqUyTPvQKII",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Pakwach District",NA
"Butebo District","2017_2018",NA,NA,"2017-05","0.9913",2017-05-01,28,"QBPg7KKCeoA","FDPqRvcW3NN",NA,NA,3,"akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bukedi","Butebo District",NA
"Kyotera District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","REJuxCmTwXG",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Kyotera District",NA
"Abim District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","NREoMszwQZW",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,NREoMszwQZW",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Karamoja","Abim District",NA
"Adjumani District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","QYiQ2KqgCxj",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Adjumani District",NA
"Agago District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"SUvODYOcaVf","ztIyIYAzFKp",NA,NA,3,"akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Acholi","Agago District",NA
"Alebtong District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"DWPnYhoqza0","p7EEgDEX3jT",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Alebtong District",NA
"Amolatar District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"DWPnYhoqza0","ZuQHWOaFQVM",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Amolatar District",NA
"Amudat District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","a8RHFdF4DXL",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,a8RHFdF4DXL",NA,NA,"Unsupported Districts",NA,NA,NA,"Karamoja","Amudat District",NA
"Amuria District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"r0GhWtmPHDj","TM6ccNxawqy",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,TM6ccNxawqy",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Amuria District",NA
"Amuru District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"SUvODYOcaVf","C0RSe3EWBqU",NA,NA,3,"akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Acholi","Amuru District",NA
"Apac District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"DWPnYhoqza0","JyZJhGXKeEq",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Apac District",NA
"Arua District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","WcB3kLlgRTb",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Arua District",NA
"Budaka District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"QBPg7KKCeoA","kb7iUQISRlx",NA,NA,3,"akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bukedi","Budaka District",NA
"Bududa District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"Dt6qdenPX1E","AhwgeZQYj16",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,AhwgeZQYj16",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Bududa District",NA
"Bugiri District","2017_2018",NA,NA,"2017-05","0.9996",2017-05-01,28,"Wd1lV9Qdj4o","gUaoj8Geuao",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Bugiri District",NA
"Buhweju District","2017_2018",NA,NA,"2017-07","",2017-07-01,30,"F1o6qBSx783","sWoNWQZ9qrD",NA,NA,3,"akV6429SUqu,F1o6qBSx783,sWoNWQZ9qrD",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Buhweju District",NA
"Buikwe District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","x75Yh65MaUa",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Buikwe District",NA
"Bukedea District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"r0GhWtmPHDj","tdZbtg9sZkO",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,tdZbtg9sZkO",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Bukedea District",NA
"Bukomansimbi District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","Ame30QOwuX6",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,Ame30QOwuX6",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Bukomansimbi District",NA
"Bukwo District","2017_2018",NA,NA,"2017-05","0.996",2017-05-01,28,"Dt6qdenPX1E","e8m9ZYMRoeR",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,e8m9ZYMRoeR",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Bukwo District",NA
"Bulambuli District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"Dt6qdenPX1E","auLatLbcOxf",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,auLatLbcOxf",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Bulambuli District",NA
"Buliisa District","2017_2018",NA,NA,"2017-05","0.9918",2017-05-01,28,"yx0ieyZNF0l","CQTmrrriwOq",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,CQTmrrriwOq",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Buliisa District",NA
"Bundibugyo District","2017_2018",NA,NA,"2018-03","",2018-03-01,38,"JZhJ50nOirX","g8M1cWRJZV6",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,g8M1cWRJZV6",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Bundibugyo District",NA
"Bushenyi District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"F1o6qBSx783","It5UGwdHAPF",NA,NA,3,"akV6429SUqu,F1o6qBSx783,It5UGwdHAPF",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Bushenyi District",NA
"Busia District","2017_2018",NA,NA,"2017-05","0.9938",2017-05-01,28,"QBPg7KKCeoA","lkuO79O6mRx",NA,NA,3,"akV6429SUqu,QBPg7KKCeoA,lkuO79O6mRx",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bukedi","Busia District",NA
"Butaleja District","2017_2018",NA,NA,"2017-05","0.9931",2017-05-01,28,"QBPg7KKCeoA","MtpE3CH6vq3",NA,NA,3,"akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bukedi","Butaleja District",NA
"Butambala District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","a3LMKP8z8Xj",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,a3LMKP8z8Xj",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Butambala District",NA
"Buvuma District","2017_2018",NA,NA,"2017-11","#N/A",2017-11-01,34,"Dl9WvtvDs5V","aZLZPPjqft0",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,aZLZPPjqft0",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Buvuma District",NA
"Buyende District","2017_2018",NA,NA,"2017-05","0.993",2017-05-01,28,"Wd1lV9Qdj4o","F3ccON3OCsL",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,F3ccON3OCsL",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Buyende District",NA
"Dokolo District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"DWPnYhoqza0","wMQ25dybdgH",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Dokolo District",NA
"Gomba District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","lQj3yMM1lI7",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,lQj3yMM1lI7",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Gomba District",NA
"Gulu District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"SUvODYOcaVf","Gwk4wkLz7EW",NA,NA,3,"akV6429SUqu,SUvODYOcaVf,Gwk4wkLz7EW",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Acholi","Gulu District",NA
"Hoima District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"yx0ieyZNF0l","PJFtfCyp6Rb",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,PJFtfCyp6Rb",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Hoima District",NA
"Ibanda District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"F1o6qBSx783","r8WLxW9JwsS",NA,NA,3,"akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Ibanda District",NA
"Iganga District","2017_2018",NA,NA,"2017-05","0.9918",2017-05-01,28,"Wd1lV9Qdj4o","oNxpMjveyZt",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,oNxpMjveyZt",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Iganga District",NA
"Isingiro District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"F1o6qBSx783","UaR7OHycj8c",NA,NA,3,"akV6429SUqu,F1o6qBSx783,UaR7OHycj8c",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Isingiro District",NA
"Jinja District","2017_2018",NA,NA,"2017-05","0.994",2017-05-01,28,"Wd1lV9Qdj4o","aJR2ZxSH7g4",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,aJR2ZxSH7g4",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Jinja District",NA
"Kaabong District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","eOJUW6OGpc7",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,eOJUW6OGpc7",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Karamoja","Kaabong District",NA
"Kabale District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"G0rlphd2tcD","zBIpPzKYFLp",NA,NA,3,"akV6429SUqu,G0rlphd2tcD,zBIpPzKYFLp",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Kigezi","Kabale District",NA
"Kabarole District","2017_2018",NA,NA,"2017-07","",2017-07-01,30,"JZhJ50nOirX","m77oR1YJESj",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,m77oR1YJESj",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kabarole District",NA
"Kaberamaido District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"r0GhWtmPHDj","QoRZB7xc3j9",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Kaberamaido District",NA
"Kagadi District","2017_2018",NA,NA,"2018-03","",2018-03-01,38,"yx0ieyZNF0l","orgY0d5MJa9",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,orgY0d5MJa9",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Kagadi District",NA
"Kakumiro District","2017_2018",NA,NA,"2017-06","#N/A",2017-06-01,29,"yx0ieyZNF0l","Lnewt3iIJaK",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,Lnewt3iIJaK",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Kakumiro District",NA
"Kalangala District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","JrHILmtK0OU",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,JrHILmtK0OU",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Kalangala District",NA
"Kaliro District","2017_2018",NA,NA,"2017-05","0.9965",2017-05-01,28,"Wd1lV9Qdj4o","kJCEJnXLgnh",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,kJCEJnXLgnh",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Kaliro District",NA
"Kalungu District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","ahyi8Uq4vaj",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,ahyi8Uq4vaj",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Kalungu District",NA
"Kampala District","2017_2018",NA,NA,"2018-02","",2018-02-01,37,"GIpyzaSuEgM","aXmBzv61LbM",NA,NA,3,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM",NA,NA,"Unsupported Districts",NA,NA,NA,"Kampala","Kampala District",NA
"Kamuli District","2017_2018",NA,NA,"2017-05","0.996",2017-05-01,28,"Wd1lV9Qdj4o","oyygQ2STBST",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Kamuli District",NA
"Kamwenge District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"JZhJ50nOirX","uCVQXAdKqL9",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,uCVQXAdKqL9",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kamwenge District",NA
"Kanungu District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"G0rlphd2tcD","aphcy5JTnd6",NA,NA,3,"akV6429SUqu,G0rlphd2tcD,aphcy5JTnd6",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Kigezi","Kanungu District",NA
"Kapchorwa District","2017_2018",NA,NA,"2017-05","0.9973",2017-05-01,28,"Dt6qdenPX1E","aginheWSLef",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Kapchorwa District",NA
"Kapchorwa District","2017_2018",NA,NA,"2017-05","0.9973",2017-05-01,28,"Dt6qdenPX1E","aginheWSLef",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Kapchorwa District",NA
"Kasese District","2017_2018",NA,NA,"2018-03","",2018-03-01,38,"JZhJ50nOirX","aa8xVDzSpte",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,aa8xVDzSpte",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kasese District",NA
"Katakwi District","2017_2018",NA,NA,"2017-03","",2017-03-01,26,"r0GhWtmPHDj","cSrCFjPKqcG",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Katakwi District",NA
"Kayunga District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","ykxQEnZGXkj",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Kayunga District",NA
"Kibaale District","2017_2018",NA,NA,"2017-06","#N/A",2017-06-01,29,"yx0ieyZNF0l","tM3DsJxMaMX",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,tM3DsJxMaMX",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Kibaale District",NA
"Kiboga District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","GLHh0BXys9w",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,GLHh0BXys9w",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Kiboga District",NA
"Kibuku District","2017_2018",NA,NA,"2017-05","0.993",2017-05-01,28,"QBPg7KKCeoA","Oyxwe3iDqpR",NA,NA,3,"akV6429SUqu,QBPg7KKCeoA,Oyxwe3iDqpR",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bukedi","Kibuku District",NA
"Kiruhura District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"F1o6qBSx783","qf9xWZu7Dq8",NA,NA,3,"akV6429SUqu,F1o6qBSx783,qf9xWZu7Dq8",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Ankole","Kiruhura District",NA
"Kiryandongo District","2017_2018",NA,NA,"2017-05","0.9848",2017-05-01,28,"yx0ieyZNF0l","B0G9cqixld8",NA,NA,3,"akV6429SUqu,yx0ieyZNF0l,B0G9cqixld8",NA,NA,"Unsupported Districts",NA,NA,NA,"Bunyoro","Kiryandongo District",NA
"Kisoro District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"G0rlphd2tcD","aPhSZRinfbg",NA,NA,3,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Kigezi","Kisoro District",NA
"Kitgum District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"SUvODYOcaVf","pnTVIF5v27r",NA,NA,3,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Acholi","Kitgum District",NA
"Koboko District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","iqsaGItA68C",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Koboko District",NA
"Kole District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"DWPnYhoqza0","Y4LV8xqkv6J",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Kole District",NA
"Kotido District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"jdlbNUwJiKX","aPZzL4CyBTg",NA,NA,3,"akV6429SUqu,jdlbNUwJiKX,aPZzL4CyBTg",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Karamoja","Kotido District",NA
"Kumi District","2017_2018",NA,NA,"2017-03","",2017-03-01,26,"r0GhWtmPHDj","saT18HClZoz",NA,NA,3,"akV6429SUqu,r0GhWtmPHDj,saT18HClZoz",NA,NA,"Unsupported Districts",NA,NA,NA,"Teso","Kumi District",NA
"Kween District","2017_2018",NA,NA,"2017-05","1.0015",2017-05-01,28,"Dt6qdenPX1E","h1O9AvNR4jS",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,h1O9AvNR4jS",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Kween District",NA
"Kyankwanzi District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","IVuiLJYABw6",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,IVuiLJYABw6",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Kyankwanzi District",NA
"Kyegegwa District","2017_2018",NA,NA,"2017-06","",2017-06-01,29,"JZhJ50nOirX","a9tQqo1rSj7",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,a9tQqo1rSj7",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kyegegwa District",NA
"Kyenjojo District","2017_2018",NA,NA,"2017-07","",2017-07-01,30,"JZhJ50nOirX","O9MoQcpZ4uA",NA,NA,3,"akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA",NA,NA,"Unsupported Districts",NA,NA,NA,"Tooro","Kyenjojo District",NA
"Lamwo District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"SUvODYOcaVf","xy0M4HhjXtD",NA,NA,3,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Acholi","Lamwo District",NA
"Lira District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"DWPnYhoqza0","Lj8t70RYnEt",NA,NA,3,"akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Lango","Lira District",NA
"Luuka District","2017_2018",NA,NA,"2017-05","0.9938",2017-05-01,28,"Wd1lV9Qdj4o","hn1AlYtF1Pu",NA,NA,3,"akV6429SUqu,Wd1lV9Qdj4o,hn1AlYtF1Pu",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Busoga","Luuka District",NA
"Luwero District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"Dl9WvtvDs5V","tr9XWtYsL5P",NA,NA,3,"akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P",NA,NA,"Unsupported Districts",NA,NA,NA,"North Central","Luwero District",NA
"Lwengo District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","aqpd0Y9eXZ2",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,aqpd0Y9eXZ2",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Lwengo District",NA
"Lyantonde District","2017_2018",NA,NA,"2017-11","",2017-11-01,34,"IEU0FjDAhBP","aPRNSGUR3vk",NA,NA,3,"akV6429SUqu,IEU0FjDAhBP,aPRNSGUR3vk",NA,NA,"Unsupported Districts",NA,NA,NA,"South Central","Lyantonde District",NA
"Manafwa District","2017_2018",NA,NA,"2017-04","",2017-04-01,27,"Dt6qdenPX1E","JIZDvNlIhXS",NA,NA,3,"akV6429SUqu,Dt6qdenPX1E,JIZDvNlIhXS",NA,"UHA Covered Districts","Unsupported Districts",NA,NA,NA,"Bugisu","Manafwa District",NA
"Maracha District","2017_2018",NA,NA,"2017-02","",2017-02-01,25,"BD3XaQ7cQAp","WyR8Eetj7Uw",NA,NA,3,"akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw",NA,"UNICEF Covered Districts","Unsupported Districts",NA,NA,NA,"West Nile","Maracha District",NA
